id,category,garhwali,hindi,english
3977,festival,दिवाली में घर सजांदा।,दिवाली में घर सजाते हैं।,We decorate the house on Diwali.
3978,work,काम कति चाल्युं?,काम कैसा चल रहा है?,How is the work going?
3979,food,नाश्ता तयार छा?,क्या नाश्ता तैयार है?,Is breakfast ready?
3980,daily_use,बत्ती बाल दे।,लाइट जला दो।,Turn on the light.
3981,travel,बस कभ मिलुल?,बस कब मिलेगी?,When will the bus arrive?
3982,weather,आज मौसम ठंडो छा।,आज मौसम ठंडा है।,The weather is cold today.
3983,weather,बारिश होन लग्यूं।,बारिश होने लगी।,It started raining.
3984,weather,आज धूप खूब छन।,आज धूप बहुत है।,It's very sunny today.
3985,travel,बस कभ मिलुल?,बस कब मिलेगी?,When will the bus arrive?
3986,greetings,तू कैंक छा?,तुम कैसे हो?,How are you?
3987,health,आज थक्यूँ छूं।,आज मैं थका हूँ।,I am tired today.
3988,school,होमवर्क कर ल्यो?,होमवर्क कर लिया?,Did you finish your homework?
3989,market,म बाज़ार जा रौं।,मैं बाज़ार जा रहा हूँ।,I am going to the market.
3990,emotion,आज खुश छूं।,आज मैं खुश हूँ।,I am happy today.
3991,festival,दिवाली में घर सजांदा।,दिवाली में घर सजाते हैं।,We decorate the house on Diwali.
3992,health,माथो दुखूं छ।,सिर दर्द हो रहा है।,I have a headache.
3993,work,आज मीटिंग छा।,आज मीटिंग है।,There is a meeting today.
3994,festival,नवरात्रि में पूजा करांदा।,नवरात्रि में पूजा करते हैं।,We perform worship during Navratri.
3995,school,बैग तयार कर दे।,बैग तैयार कर दो।,Prepare the bag.
3996,travel,बस कभ मिलुल?,बस कब मिलेगी?,When will the bus arrive?
3997,greetings,तू कैंक छा?,तुम कैसे हो?,How are you?
3998,family,घर में सब ठीक छा?,घर में सब ठीक है?,Is everything fine at home?
3999,market,सब्जी कित की ली?,सब्जी कितने की ली?,How much did the vegetables cost?
4000,market,दुकान कभ खुलली?,दुकान कब खुलेगी?,When will the shop open?
4001,greetings,जै हो!,जय हो!,Greetings!
4002,home,झाड़ू कँहा छन?,झाड़ू कहाँ है?,Where is the broom?
4003,family,भाई स्कूल ग्या?,क्या भाई स्कूल गया?,Did brother go to school?
4004,weather,बारिश होन लग्यूं।,बारिश होने लगी।,It started raining.
4005,home,झाड़ू कँहा छन?,झाड़ू कहाँ है?,Where is the broom?
4006,health,माथो दुखूं छ।,सिर दर्द हो रहा है।,I have a headache.
4007,home,घर साफ कर द्याल?,क्या घर साफ हुआ?,Is the house cleaned?
4008,daily_use,बत्ती बाल दे।,लाइट जला दो।,Turn on the light.
4009,culture,गढ़वाली लोकगीत सुन्दर छा।,गढ़वाली लोकगीत सुंदर हैं।,Garhwali folk songs are beautiful.
